lat,lng
38.93,-77.13
33.92,-78.16
34.41,-103.2
35.17,-106.69
34.43,-103.2
34.18,-103.33
35.8,-83.61
41.26,-72.5
30.1,-90.98
29.97,-90.16
30.01,-90.19
29.92,-90.12
29.96,-90.37
30.91,-90.91
40.61,-103.22
44.94,-93.29
39.95,-75.18
47.67,-117.44
46.42,-117
30.86,-89.13
34.63,-78.49
30.72,-89.75
29.94,-90.32
29.96,-90.31
40.83,-73.67
33.62,-78.97
24.56,-81.8
25.71,-80.4
27.77,-82.74
25.77,-80.27
25.98,-80.22
30.02,-90.12
29.98,-90.08
47.57,-122.12
25.82,-80.3
29.48,-95.3
30.34,-95.08
29.6,-95.57
32.91,-97.55
32.92,-96.57
32.26,-95.38
32.84,-87.9
48.98,-100.34
25.72,-80.42
26.52,-80.07
30.48,-92.69
30.19,-93.25
29.99,-90.09
30.84,-88.76
30.4,-92.23
30.23,-92.03
31.6,-97.19
29.39,-94.99
32.41,-96.82
39.26,-74.59
39.03,-74.94
40.51,-74.51
39.38,-74.45
39.29,-74.55
41.33,-73.05
27.48,-80.33
25.58,-80.35
28.81,-81.27
46.06,-118.34
32.52,-81.01
25.86,-80.21
25.85,-80.28
25.69,-80.33
30.01,-90.27
30.17,-93.38
30.14,-93.18
30.37,-90.05
30.58,-89.63
37.52,-77.58
33.46,-79.14
34.14,-77.88
25.89,-80.17
35.04,-79
36.24,-76.21
29.39,-94.9
29.28,-94.83
25.77,-80.28
25.83,-80.18
25.76,-80.31
32.69,-97.29
29.52,-95.17
32.8,-96.6
30.07,-96.01
32.76,-96.58
32.67,-96.62
29.54,-95.82
29.2,-96.28
29.6,-95.35
33.73,-84.26
33.09,-83.24
34,-85.93
33.49,-86.88
30.19,-93.22
30.22,-92.01
29.99,-90.13
30.22,-93.21
32.87,-93.99
30.25,-93.18
30.68,-88.1
27.82,-97.07
29.83,-95.36
29.15,-95.05
40.76,-73.59
40.03,-74.16
41.04,-71.94
44.68,-71.51
30.37,-81.66
27.86,-82.69
26.04,-80.22
24.56,-81.8
25.96,-81.72
30.29,-97.73
32.48,-95.28
33.6,-101.94
30.32,-95.48
30.31,-104.03
30.11,-93.75
31.18,-81.49
32.03,-81.15
31.2,-81.48
32.61,-82.34
30.69,-88.06
32.33,-86.29
32.33,-86.29
30.68,-88.06
30.62,-88.07
31.08,-88.33
32.37,-90.13
29.7,-95.5
29.7,-95.5
30.24,-93.35
30.53,-89.71
30.05,-90.55
30.22,-93.19
30.16,-93.28
30.44,-88.99
30.29,-93.08
30.25,-93.26
30.44,-91.17
29.97,-90.11
30.19,-93.58
30.01,-90.07
28.55,-81.46
40.51,-74.28
38.62,-90.65
39.02,-84.29
40.71,-84.1
41.5,-81.48
40.37,-80.66
39.2,-84.55
38.54,-75.06
31.95,-111.06
32.88,-111.79
33.32,-111.89
33.32,-111.71
33.09,-111.5
39.46,-75.71
39.06,-75.4
33.67,-112
34.44,-109.72
38.72,-75.08
38.56,-75.21
33.38,-111.92
33.58,-112.09
29.06,-82.06
33.85,-78.69
34.96,-79.75
34.2,-79.7
33.54,-80.86
33.55,-81.15
47.2,-124.2
33.99,-81.15
39.63,-74.19
34.26,-78.73
39.68,-74.15
35.19,-80.72
33.37,-79.92
31.94,-81.32
34.57,-79.54
33.43,-112.13
33.54,-112.19
26.16,-80.1
33.49,-80.6
34.64,-79.69
36.91,-76.3
39.42,-74.37
33.39,-111.99
33.47,-112.21
47.8,-120.65
47.44,-116.91
25.96,-80.13
43,-87.96
30.29,-82.98
41.3,-73.02
46.64,-123.25
45.14,-122.87
40.95,-73.74
34.43,-79.36
36.8,-76.52
37.64,-78.08
27.23,-80.27
26.03,-80.16
41.46,-75.74
40.42,-75.48
41.7,-86.87
41.54,-85.54
26.71,-80.31
48.67,-118.12
34.7,-79.89
31.44,-81.37
31.9,-85.14
31.14,-81.39
41.7,-72.9
41.29,-73.65
32.16,-80.73
48.53,-116.43
41.11,-73.41
39.43,-86.43
26.1,-97.16
27.83,-97.39
39.38,-87.38
38.95,-85.91
25.7,-80.28
40.35,-74.45
40.06,-74.05
34.26,-117.21
32.03,-81.05
38.1,-86.25
42.04,-87.95
33.63,-84.25
44.96,-123.09
34.74,-83.14
30.4,-89.04
47.5,-111.23
42.48,-70.88
40.04,-86.91
39.47,-121.25
47.51,-122.33
39.96,-74.81
26.9,-82.32
27.12,-82.43
30.54,-89.68
41.66,-70.14
25.83,-80.12
39.33,-74.49
30.11,-93.99
29.4,-94.9
31.76,-106.35
29.9,-97.96
31.82,-94.84
31.71,-98.93
29.53,-98.38
29.43,-100.95
29.35,-95.06
31.39,-94.77
30.04,-93.86
29.38,-98.51
39.31,-77.91
35.02,-92.07
32.46,-99.74
29.4,-94.92
39.37,-87.41
29.97,-94.03
46.45,-108.54
41.67,-71.15
41.64,-70.3
30.07,-90.49
35.42,-97.34
29.9,-90.15
30.25,-88.15
30.51,-89.71
30.42,-88.78
30.43,-88.97
35.03,-78.9
26.4,-80.2
33.89,-84.38
39.99,-85.99
30.65,-87.9
42.94,-78.86
39.62,-85.9
26.18,-81.81
31.14,-81.4
30.35,-89.19
30.41,-88.96
26.19,-80.23
30.23,-87.9
32.14,-80.79
47.14,-120.87
35.84,-81.32
32.6,-80.13
31.58,-90.45
40.73,-73.26
43.18,-83.72
45.25,-84.52
33.23,-92.68
33.08,-117.08
27.79,-82.72
42.22,-70.89
37.9,-122.26
39.33,-77.52
39.46,-77.8
38.97,-77.12
42.89,-112.41
43.21,-88.12
47.5,-123.06
38.92,-122.79
38.47,-123.01
38.49,-122.41
38.15,-120.06
40.31,-85.5
33.43,-104.51
36.84,-76.34
26.68,-81.79
28.62,-81.48
36.91,-76.04
26.17,-80.15
29,-95.31
37.08,-76.29
28.67,-81.41
28.65,-81.35
26.1,-80.11
40.73,-73.96
30.64,-95.14
30.34,-94.16
29.14,-95.06
29.96,-94.04
31.14,-81.39
26.01,-80.13
26.49,-82.17
26.14,-80.13
37.65,-86.86
43.84,-88.97
29.61,-95.56
29.27,-94.84
29.76,-95.23
29.58,-98.46
39.36,-105.23
29.63,-95.47
29.39,-95
29.86,-95.29
29.67,-95.34
28.73,-100.48
29.3,-94.92
30.75,-85.75
27.2,-80.24
30.35,-86.19
30.55,-85.05
28,-82.57
26.48,-80.13
30,-90.08
29.94,-90.2
39.42,-74.37
39.66,-74.17
39.41,-74.37
40.36,-73.98
39.37,-74.44
39.65,-74.18
40.4,-73.99
25.96,-80.17
24.56,-81.78
25.83,-80.25
26.26,-81.81
25.88,-80.12
47.31,-122.58
26.43,-80.1
25.94,-80.18
26.04,-80.32
37.8,-122.18
25.9,-80.16
26.12,-80.38
26.12,-80.21
26.11,-80.18
25.94,-80.15
34.09,-118.59
34.08,-118.51
35.59,-82.6
35.51,-77.23
26.15,-81.75
26.43,-80.08
30.85,-87.71
32,-81.12
32.57,-86.3
32.07,-81.09
32.02,-81.08
41.66,-70.41
29.5,-95.11
30.09,-94.15
41.37,-70.52
35.25,-97.44
38.95,-92.72
37.7,-97.23
39.09,-94.59
30.11,-93.75
28.42,-81.51
30.44,-87.19
40.56,-73.92
40.71,-73.68
25.63,-80.32
25.79,-80.16
36.73,-75.94
28.55,-81.39
30.29,-82.98
28.34,-81.35
37.02,-107.42
29.9,-94.03
29.28,-94.83
29.41,-94.9
25.99,-80.19
25.86,-80.18
37.27,-108.07
42.48,-70.87
39.07,-74.75
32.02,-81.08
34.79,-79.71
31.98,-81.24
32.07,-81.36
32.02,-81.08
33.01,-82.82
33.35,-82.4
30.73,-88.2
30.8,-81.69
31.83,-81.38
44.96,-92.83
44.81,-93.32
44.88,-93.28
41.55,-72.79
42.91,-70.81
41.28,-73.46
29.3,-94.92
30.01,-95.5
29.75,-95.4
29.65,-95.52
29.73,-95.61
31.94,-106.44
42.13,-87.75
29.39,-95.14
29.3,-94.92
29.38,-94.92
30.09,-95.21
48.63,-94.1
33.8,-116.46
29.49,-95.11
29.41,-95.04
30.48,-97.84
27.6,-97.24
26.18,-80.1
39.39,-74.38
34.22,-77.88
26.04,-80.14
30.21,-92.06
32.09,-81.25
33.07,-97.04
34.44,-119.59
29.29,-94.83
30.37,-89.11
29.55,-95.68
30.45,-88.89
32.03,-80.96
31.99,-80.85
31.51,-84.16
33.63,-84.03
32.37,-81.31
31.99,-80.98
30.82,-81.71
31.2,-81.49
44,-69.11
41.72,-70.59
39.25,-74.89
39,-74.83
39.29,-74.56
40.79,-74.2
29.33,-95.29
29.26,-94.84
31.15,-97.46
28.68,-100.49
29.69,-96.06
35.85,-82.54
33.69,-78.98
32,-80.98
40.83,-72.68
31.79,-95.18
37.91,-122.17
37.9,-81.99
30.52,-89.67
30.09,-92.67
33.52,-82.18
32,-81.11
33.88,-83.38
33.08,-82.58
32.03,-81.05
29.27,-94.83
29.3,-94.78
29.22,-94.94
29.3,-94.81
29.03,-95.45
28.03,-97.05
29.96,-93.96
28.67,-81.4
43.9,-69.95
28.55,-81.37
26.17,-80.19
27.5,-82.53
27.35,-82.45
38.49,-122.42
29.39,-94.92
29.03,-95.42
29.3,-94.81
30.09,-93.78
32.25,-96.14
39.37,-74.45
40.92,-73.82
40.47,-74.27
40.09,-74.04
38.28,-77.72
33.81,-83.89
33.4,-82.02
32.82,-94.71
32.01,-80.98
31.99,-81.2
27.79,-80.48
37.78,-88.85
36.2,-115.25
33.47,-112.01
36.71,-105.41
36.91,-76.07
32.07,-81.09
28.15,-82.75
31.53,-97.17
35.16,-101.81
26.23,-98.22
25.97,-97.5
28.74,-81.8
42.47,-88.1
48.66,-118.07
47.52,-122.33
45.33,-122.92
29.47,-94.61
40.32,-88.36
43.12,-87.96
39.15,-90.07
39.65,-87.99
41.48,-71.14
36.98,-76.4
48.66,-118.69
42.78,-83.26
26.24,-81.62
26.35,-80.18
27.74,-82.72
26.39,-80.18
29.45,-95.07
29.5,-95.02
30.12,-94
28.96,-95.97
29.32,-95.61
27.56,-99.5
28.7,-100.49
31.78,-106.28
29.3,-94.78
29.16,-95.63
35.14,-101.92
29.55,-98.01
41.33,-71.83
26.21,-80.27
30.43,-88.82
25.99,-80.26
36.58,-77.86
34.97,-79.01
25.82,-80.36
36.25,-81.77
42.4,-73.42
41.35,-75.76
39.96,-75.24
41.9,-75.33
25.86,-80.3
36.85,-75.98
32.13,-80.8
26.15,-80.27
30.42,-88.81
25.87,-80.19
29.93,-90.11
34.24,-116.81
40.11,-123.88
41.53,-87.79
41.65,-87.55
38.85,-123.64
37.09,-76.41
37.14,-76.4
36.76,-75.95
27.06,-82.36
40.73,-94.9
26.08,-80.39
24.56,-81.8
25.99,-80.2
30.04,-90.55
29.96,-90.37
30.37,-90.1
30.29,-90.95
28.53,-81.28
25.85,-80.12
25.12,-80.41
27.43,-80.35
39.54,-74.38
39.24,-74.62
35.91,-79.06
33.8,-78.77
39.4,-104.91
37.07,-106.01
40.65,-74.51
39.23,-77.8
25.77,-80.13
37.61,-76.51
40.79,-73.98
40.98,-73.68
42.87,-110.91
37.33,-76.45
25.7,-80.28
25.79,-80.14
25.8,-80.13
44.49,-108.05
39.68,-110.86
26.16,-80.16
28.25,-82.48
25.78,-80.19
26.24,-80.24
40.34,-76.09
37.19,-122
37.93,-77.45
29.04,-81.32
38.53,-122.46
42.63,-93.24
30.02,-97.14
35.14,-90.18
29.74,-95.42
35.83,-79.79
37.26,-77.19
37.52,-77.24
42.47,-70.91
33.75,-84.37
33.61,-78.98
25.81,-80.13
30.77,-88.26
26.51,-80.14
39.59,-74.22
26.69,-80.23
34.17,-118.06
36.19,-96
36.05,-95.82
34.51,-97.98
29.95,-90.12
27.89,-97.31
29.64,-95.38
38.79,-94.93
36.23,-93.06
29.4,-94.71
29.31,-94.77
29.8,-95.42
29.15,-95.03
25.62,-80.33
25.76,-80.21
41.03,-73.78
40.38,-73.97
40.86,-73.42
40.59,-73.68
38.88,-120.87
34.44,-119.58
33.76,-84.45
34.59,-98.36
36.18,-115.29
33.91,-78.07
30.53,-87.84
32.37,-80.57
26.04,-80.23
41.87,-70.62
33.37,-79.17
33.43,-79.98
30.01,-90.14
26.27,-81.7
26.23,-80.1
25.79,-80.16
37.9,-122.63
36.98,-121.95
37.09,-120.29
29.06,-82.27
26.04,-80.36
25.71,-80.41
26.13,-80.22
25.89,-80.35
25.84,-80.12
39.97,-74.07
39.22,-74.71
27.57,-82.53
24.86,-80.72
25.53,-80.38
39.45,-105.35
37.64,-105.56
39.32,-74.51
36.83,-76.09
31.93,-81.06
30.74,-84.71
26.45,-80.15
41.91,-87.82
41.13,-73.43
42.4,-72.86
30.03,-90
30.01,-90.06
29.66,-95.08
44.48,-69.83
43.9,-70.48
44.41,-69
29.05,-95.45
28.96,-95.97
32.67,-96.66
26.54,-80.05
25.96,-80.14
27.45,-80.36
25.75,-80.27
30.69,-88.16
37.8,-78.81
29.28,-94.82
29.52,-98.49
29.97,-93.99
29.22,-94.94
29.01,-95.3
37.35,-79.26
30.51,-89.71
31.05,-97.64
30.74,-89.92
29.54,-95.18
40.09,-74.04
32.26,-80.72
28.22,-80.7
33.46,-80.77
25.74,-80.27
42.65,-71.31
39.28,-74.56
30.74,-89.32
30.48,-81.59
29.93,-90.12
44.94,-68.94
42.74,-72.58
25.77,-80.27
25.83,-80.13
37.39,-122.22
42.79,-114.92
39.5,-105.4
39.34,-74.48
39.01,-74.95
39.29,-74.56
40.42,-74.18
41.29,-72.87
42.35,-88.47
47.33,-122.67
40.35,-74.41
27.69,-80.46
40.35,-74.67
28.01,-81.97
26.01,-80.18
28.69,-81.52
28.56,-81.2
40.74,-91.57
38.02,-97.63
36.03,-86.88
35.76,-91.6
30.59,-88.21
26.11,-97.17
32.84,-97.19
34.97,-83.87
26.59,-80.14
26.18,-80.17
28.6,-81.36
28.02,-82.55
25.98,-80.13
39.93,-75.02
30.53,-88.41
26.02,-80.13
28.58,-81.53
39.33,-75.02
28.68,-81.36
29.94,-90.07
33.63,-96.63
29.57,-95.13
29.29,-94.81
28.32,-81.35
39.42,-74.36
39.28,-76.61
41.57,-70.64
40.08,-80.79
39.77,-84.21
39.75,-81.1
40.93,-83.69
33.49,-112.2
33.92,-114.01
33.03,-111.39
34.75,-112.12
34.16,-109.99
34.64,-111.19
38.82,-75.21
39.75,-75.54
32.26,-109.84
33.42,-111.61
33.41,-112.03
33.32,-111.99
39.65,-75.67
38.86,-75.24
33.42,-110.77
32.73,-110.65
33.57,-112.08
34.18,-114.22
33.4,-112.14
33.4,-112.07
32.26,-110.97
32.64,-114.39
33.06,-109.31
32.17,-110.97
39.49,-119.78
46.42,-117.05
46.75,-118.31
48.55,-113.83
47.32,-109.94
45.98,-112.5
46.58,-120.49
47.53,-122.65
45.67,-118.8
34.41,-103.22
35.57,-105.22
46.98,-123.86
32.75,-107.86
34.41,-103.2
46.4,-113.09
35.57,-105.22
45.48,-122.61
47.07,-109.43
47.21,-124.2
38.97,-105.25
42.23,-121.79
35.57,-105.22
36.22,-115.1
34.43,-103.21
35.18,-107.9
35.52,-108.75
35.91,-106.64
33.39,-104.56
36.59,-114.45
40.76,-111.87
39.42,-105.32
33.37,-104.52
39.96,-105.5
46.37,-120.32
38.5,-107.86
38.05,-103.71
47.07,-122.83
42.5,-113.8
47.67,-111.9
46.99,-123.88
42.58,-121.87
47.52,-111.28
44.05,-123.09
38.11,-103.87
42.09,-111.9
46.61,-120.52
43.18,-124.18
41.74,-70.19
32.81,-79.89
33.74,-79.02
34.58,-79.72
29.94,-90.2
30,-90.11
30.7,-88.15
29.98,-90.15
29.95,-90.05
39.47,-77.81
30.28,-90.93
39,-105.06
39.69,-111.45
35.28,-77.58
34.49,-82.64
29.95,-90.11
35.93,-81.18
31.99,-81.16
34.38,-84.93
33.58,-80.17
33.42,-86.99
30.67,-88.11
30.81,-88.26
33.38,-111.78
25.88,-80.29
41.72,-72.23
33.43,-112.3
33.42,-110.77
33.46,-112.12
41.01,-72.48
34.75,-86.59
31.16,-81.38
35.15,-114.57
32.54,-111.19
40.95,-72.4
47.67,-117.42
41.66,-70.93
41.65,-71.12
30.64,-92.42
29.91,-90.99
30.41,-88.96
30.45,-88.87
36.53,-90.34
48.48,-120.2
47.54,-122.6
42.29,-123.13
30.68,-88.12
25.67,-80.37
48.9,-122.48
46.99,-123.88
33.41,-84.22
30.65,-88.1
25.88,-80.12
46.38,-120.32
42.59,-113.82
42.9,-88.55
43.03,-88.03
28.52,-81.29
37.36,-121.88
45.98,-118.37
37.3,-89.54
39.2,-86.54
33.65,-112.43
40.18,-118.47
41.83,-90.21
41.84,-90.2
41.83,-90.2
30.1,-90.99
29.98,-90.16
32.06,-81.1
28.51,-81.46
25.77,-80.3
28.05,-81.94
46.37,-123.8
39.53,-87.11
27.48,-82.57
46.07,-122.29
25.78,-80.26
30.76,-88.08
31.17,-81.38
40.47,-79.96
40.01,-75.16
26.79,-80.06
33.54,-104.48
33.39,-104.56
35.07,-106.49
34.4,-103.24
38.56,-77.33
26.01,-80.19
34.34,-79.43
34.1,-118.39
37.08,-77.38
30.51,-90.09
32.73,-89.2
42.84,-83.7
30.26,-98.86
46.31,-120
45.88,-122.69
47.3,-122.53
41.93,-73.06
32.81,-97.35
29.73,-95.37
31.5,-81.35
31.22,-85.46
25.69,-80.38
25.83,-80.29
25.74,-80.37
41.06,-73.53
30.07,-90.5
29.99,-90.18
30.49,-90.09
30.61,-89.89
29.98,-90.04
25.85,-80.27
30.66,-88.06
30.82,-88.06
33.53,-84.36
33.71,-84.1
39.41,-105.42
48.63,-118.07
46.22,-119.18
47.86,-117.3
32.86,-97
33.27,-79.88
28.09,-82.75
27.24,-82.5
28.6,-81.35
25.78,-80.36
30.43,-84.28
37.32,-121.94
37.73,-77.7
36.87,-76.23
38.81,-77
39.31,-76.66
46.91,-117.07
33.49,-80.45
32.2,-80.75
39.03,-74.94
25.78,-80.25
26.15,-80.13
32.39,-80.59
25.99,-80.23
29.99,-93.96
26.9,-82.04
25.76,-80.28
48.19,-103.65
35.65,-94.24
30.01,-90.06
30.43,-90.16
29.96,-90.07
29.99,-90.06
29.92,-90.11
41.72,-85.67
29.95,-95.3
30.35,-97.73
30.85,-89.6
29.95,-90.01
32.06,-81.11
32.08,-81.12
32.06,-81.11
33.17,-86.26
31.65,-84.19
30.58,-88.08
32.05,-81.09
32.06,-81.08
33.1,-86.89
32.85,-83.59
33.57,-83.9
31.99,-81.12
32.05,-81.09
32.05,-81.07
31.95,-81.93
31.99,-81.05
33.46,-84.92
30.7,-88.12
30.64,-88.1
31.44,-84.73
26.04,-80.24
39.28,-74.57
40.68,-73.4
40.76,-73.98
39.65,-74.18
30.44,-84.26
32.05,-83.97
26,-80.12
29.4,-94.9
29.78,-95.78
35.41,-76.98
32.76,-79.85
28.9,-81.94
29.54,-98.59
32.97,-96.05
29.9,-95.53
29.29,-94.81
30.24,-97.88
29.52,-95.07
40.75,-111.93
31.63,-96.28
25.94,-80.34
25.96,-80.34
25.74,-80.22
25.89,-80.29
25.99,-80.16
26.06,-80.28
25.46,-80.47
25.84,-80.19
38.24,-85.73
26.03,-80.2
39.96,-75.05
33.68,-87.84
30.36,-88.55
36.12,-78.74
46.52,-122.58
28.02,-97.55
25.84,-80.27
35.15,-101.87
28.86,-98.7
33.19,-102.83
32.75,-101.96
42.53,-95.98
39.99,-75.12
27.99,-82.3
25.75,-80.22
25.71,-80.3
26.12,-81.78
25.71,-80.35
37.51,-76.59
38.36,-81.68
37.73,-81.86
28.53,-81.27
30.69,-88.1
25.73,-80.24
30.07,-89.83
32.8,-79.94
45.94,-118.39
39.27,-74.59
39.01,-74.94
40.3,-73.98
35.63,-88.82
38.26,-85.76
40.2,-74.01
41.32,-105.59
39.96,-74.08
40.93,-73.99
40.66,-74.22
30.15,-94.02
29.66,-95.02
32.4,-98.82
33.11,-98.57
31.95,-97.31
32.63,-101.8
33.45,-94.08
32.86,-96.69
31.33,-94.7
32.47,-97.72
41.65,-95.33
30.06,-89.89
27.45,-80.29
32.31,-95.42
30.64,-96.38
25.77,-80.29
46.4,-112.74
46.36,-123.81
41.03,-74.51
46.19,-113.32
30.71,-88.19
30.66,-88.06
41.93,-74.01
46.58,-112.04
40.39,-109.51
36.34,-84.01
47.82,-115.68
30.23,-89.49
42.04,-87.71
36.44,-89.17
35.3,-89.63
36.17,-89.22
36.26,-89.34
40.26,-103.62
39.78,-105.09
39.6,-105.47
35.23,-80
27.98,-82.72
29.76,-95.4
29.25,-81.03
30.25,-85.62
44.3,-105.35
44.23,-105.43
47.49,-116.25
41.7,-87.62
43.28,-123.39
36.85,-100.06
25.83,-80.25
37.23,-122
35.26,-80.84
25.9,-80.22
38.27,-85.92
40.3,-87.25
39.42,-77.41
35.17,-106.57
36.23,-115.08
34.2,-118.81
36.15,-115.13
36.42,-105.63
32.19,-107.5
36.09,-115.06
35.98,-83.93
35.04,-89.96
30.24,-97.76
29.75,-95.4
30.45,-91.02
39.22,-95.52
43.74,-94.19
44.54,-92.55
40.75,-73.02
46.75,-116.76
30.4,-88.92
26.75,-81.44
29.88,-90.07
30.08,-93.76
38.15,-105.34
25.88,-80.2
26.11,-80.15
25.75,-80.41
36.97,-84.53
33.34,-118.32
30.44,-84.32
29.56,-95.62
29.39,-95
27.77,-97.4
32.39,-94.86
29.71,-95.67
29.66,-95.07
30.18,-96.94
26.31,-98.18
26.33,-98.17
29.75,-95.32
28.95,-95.29
33.46,-81.94
39.76,-77.59
29.74,-95.31
44.48,-122.87
44.06,-123.03
30.1,-90.98
30.38,-90.09
30.26,-92.12
30.19,-93.24
30,-90.25
30.18,-93.21
30.5,-90.93
30.53,-91.13
30.44,-90.24
30.2,-93.22
30.05,-90.51
30.23,-92.65
29.97,-90.37
29.69,-95.47
39.4,-74.38
39.05,-74.76
39.01,-74.94
39.2,-74.66
41.04,-71.94
25.86,-80.19
27.49,-82.54
48.25,-117.26
46.65,-121.63
25.47,-80.5
26.01,-80.14
25.93,-80.29
35.12,-77.1
37.78,-81.2
30.44,-92.98
30.44,-90.4
30.17,-93.25
29.96,-90.16
30.19,-93.21
30.39,-89.16
30.25,-93.19
30.23,-93.21
43.09,-79.02
43.04,-76.18
26.13,-80.21
32.3,-90.02
44,-88.57
30.08,-93.78
27.97,-82.46
32.77,-117.25
32.83,-96.65
26.21,-98.15
29.74,-95.31
30.33,-95.52
29.36,-95
29.7,-95.17
31.23,-94.74
29.48,-95.07
29.57,-98.61
30.02,-95.81
26.08,-97.26
30.84,-83.29
33.77,-84.41
30.24,-92.03
29.91,-90.14
30.31,-89.93
30.18,-93.2
30.17,-93.21
30.53,-92.09
29.98,-90.36
29.98,-90.09
30.23,-93.21
30.43,-90.41
31.26,-92.48
30.48,-90.1
30.02,-90.24
45.67,-109.44
33.55,-101.91
33.44,-94.05
40.59,-73.66
39.37,-74.44
40.99,-72.34
29.85,-95.31
40.76,-74.31
26.75,-81.85
28.56,-81.36
29.3,-94.78
29.3,-94.81
29.39,-95.1
29.51,-98.45
27.51,-99.49
28.71,-81.89
24.56,-81.77
40.02,-75.05
30.83,-83.29
33.85,-84.61
34.21,-84.42
31.18,-81.49
32.42,-81.77
32.35,-86.3
31.78,-84.44
32.84,-83.68
31.17,-81.5
30.31,-95.32
33.52,-86.76
30.1,-93.77
30.52,-93.21
30.02,-90.26
30.06,-90.44
30.04,-90.26
32.78,-96.59
30.21,-92.38
30.38,-89.09
30.1,-92
30.33,-93.2
30.23,-93.38
28.69,-100.48
33.57,-111.84
39.46,-84.36
39.08,-84.59
39.55,-84.24
40.87,-81.41
38.78,-75.15
38.54,-75.18
39.16,-75.72
38.54,-75.06
33.39,-112.18
33.57,-112.16
33.63,-112.36
38.62,-75.15
38.7,-75.08
33.47,-112.05
33.38,-112.02
33.87,-80.29
32.22,-80.84
32.91,-80.02
34.01,-80.41
32.93,-79.72
39.95,-74.08
37.98,-75.86
32.88,-79.75
34.22,-77.86
25.67,-80.31
43,-110.98
36.09,-96.03
27.47,-82.59
41.33,-86.29
31.15,-81.58
33.54,-81.13
34.67,-79.74
39.15,-74.7
34.22,-79.22
33.2,-80.36
34.23,-80.35
40.91,-85.92
33.38,-112.11
33.31,-111.84
41.68,-69.99
33.47,-112.14
33.28,-82.59
31.39,-109.92
40.85,-72.52
33.46,-112.14
40.75,-72.88
25.78,-80.2
35.44,-97.45
35.48,-97.37
45.45,-109.81
41.16,-73.12
40.41,-120.72
35.37,-80.22
36.79,-76.96
34,-81.22
35.34,-77.64
33.37,-112.06
35.42,-80.59
41.36,-74.7
44.05,-116.17
48.62,-123.15
27.23,-80.27
42.24,-84.43
44.89,-93.06
33.58,-117.83
34.34,-119.29
32.79,-79.94
36.84,-76.32
31.08,-81.41
28.16,-82.51
33.58,-84.3
39.34,-74.47
35.23,-88.25
31.97,-81.16
26.56,-81.99
36.73,-76.35
27.32,-82.54
41.69,-86.22
43.8,-123.06
30.09,-94.19
29.26,-94.84
27.8,-97.4
29.36,-94.96
30.03,-93.83
25.76,-80.41
29.88,-90.43
47.88,-89.95
34.09,-118.39
29.03,-82.18
36.79,-76
31.18,-81.38
26.06,-80.19
30.06,-94.8
39.05,-74.76
26.27,-80.22
42.04,-87.67
30.55,-88.24
25.68,-80.16
35.6,-85.24
32.39,-90.03
32.47,-90.07
48.78,-114.3
35.49,-97.56
39.87,-86.26
31.96,-81.15
25.61,-80.35
40.3,-73.99
35.11,-101.37
29.42,-94.93
27.61,-97.81
39.44,-89.66
36.18,-95.9
43.1,-87.98
43.09,-87.92
41.56,-73.96
40.78,-72.68
42.95,-78.83
26.28,-98.18
29.98,-93.97
28.51,-99.83
30.33,-97.75
38.08,-102.65
37.49,-108.47
39.07,-108.13
46.33,-114.15
26.63,-81.84
41.59,-70.94
42.2,-70.75
36.44,-97.87
25.89,-80.16
43.02,-88.69
30.85,-83.29
41.53,-71.11
25.91,-80.31
32.78,-79.99
30.42,-88.78
26.51,-80.15
30.52,-87.46
30.41,-88.99
26.22,-80.18
41.69,-71.81
43.7,-76.14
30.37,-88.52
26.03,-80.25
26.05,-80.3
30.4,-88.64
26.62,-80.06
26.76,-80.11
30.55,-88.24
27.82,-82.63
41.29,-72.29
40.95,-73.88
32.61,-80.09
39.71,-74.14
27.22,-80.22
39.97,-75.65
25.01,-80.52
32.72,-85.9
42.35,-71.21
31.22,-81.32
38.1,-122.86
33.87,-78.63
29.75,-95.46
56.8,-132.98
61.53,-150.01
38.62,-122.83
37.96,-120.24
36.23,-115.07
26.18,-80.11
33.45,-79.12
26.75,-80.06
28.52,-81.28
36.91,-76.06
40.83,-72.84
40.66,-73.42
29.3,-94.79
30.18,-93.76
29.29,-94.8
30.11,-93.74
29.29,-94.81
29.29,-94.81
29.07,-95.13
26.01,-80.26
30.38,-88.76
32.59,-80.13
32.02,-81.07
30.29,-87.64
25.55,-80.36
32.12,-81.24
32.98,-79.62
42.14,-70.86
26.84,-80.08
28.51,-81.33
39.54,-89.29
29.66,-95.02
29.93,-94.29
29.78,-95.62
29.69,-95.59
29.98,-95.17
29.27,-94.82
29.68,-95.98
29.69,-95.3
29.46,-95.04
29.74,-94.69
30.03,-95.22
29.95,-95.57
30.01,-95.3
28.73,-100.48
29.58,-95.46
29.5,-95.14
29.15,-82.11
27.72,-80.46
27.99,-82.28
28.03,-82.3
28,-82.45
30.5,-90.47
39.38,-74.4
39.34,-74.5
39.77,-75.2
39.26,-74.6
38.43,-75.05
24.59,-81.74
24.56,-81.79
47.2,-124.2
26.29,-80.11
37.9,-122.28
26.44,-80.14
25.98,-80.24
36.18,-81.52
32.41,-80.52
25.72,-80.29
28.65,-81.31
31.93,-81.03
34.04,-83.02
31.78,-81.86
33.7,-84.36
33.5,-84.4
32.81,-83.17
31.59,-81.87
47.89,-92.44
29.45,-94.65
